longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,Social_Security_No
-118.36,33.88,28,1313,319,827,308,2.65,<1H OCEAN,260800,40270
-118.36,33.88,25,2845,710,1611,628,3.2049,<1H OCEAN,267400,49496
-118.36,33.88,22,1388,336,930,287,2.7981,<1H OCEAN,275000,31853
-118.36,33.88,26,1375,286,829,278,3.9844,<1H OCEAN,230700,42162
-118.35,33.89,25,1769,440,1371,414,3.0833,<1H OCEAN,232700,41596
-118.35,33.88,36,1583,411,1097,350,4.0737,<1H OCEAN,238200,48459
-118.34,33.88,42,725,183,493,172,3.2589,<1H OCEAN,233300,38823
-118.35,33.88,44,822,180,480,177,4.4,<1H OCEAN,225800,41441
-118.35,33.88,36,1567,362,1054,386,3.2594,<1H OCEAN,233900,45490
-118.35,33.88,25,1459,362,1150,354,3.35,<1H OCEAN,237500,48929
-118.3,33.74,40,1896,416,950,383,2.425,NEAR OCEAN,255000,37805
-118.3,33.74,28,1065,215,887,217,3.9375,NEAR OCEAN,270500,44107
-118.39,33.92,41,80,20,61,23,5.25,<1H OCEAN,247200,42064
-118.4,33.92,25,1453,271,695,283,5.9499,<1H OCEAN,345800,38524
-118.4,33.92,32,2828,629,1313,534,4.5987,<1H OCEAN,363800,31138
-118.4,33.93,35,2217,447,1000,450,4.7319,<1H OCEAN,376100,36009
-118.41,33.93,38,3328,625,1455,619,5.0596,<1H OCEAN,363900,49812
-118.41,33.92,32,2590,607,1132,555,4.2333,<1H OCEAN,358000,41353
-118.41,33.92,22,2340,584,1141,554,4.5729,<1H OCEAN,337500,45461
-118.41,33.93,22,2514,605,1225,568,4.1818,<1H OCEAN,339700,47866
-118.41,33.92,38,1437,272,590,250,5.2338,<1H OCEAN,358000,32953
-118.41,33.92,29,1436,401,674,343,3.6389,<1H OCEAN,275000,47622
-118.42,33.92,25,3521,852,1524,764,3.8086,<1H OCEAN,361300,35562
-118.42,33.92,41,1621,279,756,277,5.0594,<1H OCEAN,346000,32076
-118.42,33.93,39,2988,605,1466,610,4.9286,<1H OCEAN,341400,42194
-118.42,33.93,28,4603,993,2191,943,4.5743,<1H OCEAN,382200,43124
-118.42,33.9,29,1929,523,686,455,5.5347,<1H OCEAN,500001,40536
-118.43,33.9,27,1536,377,553,326,5.4088,<1H OCEAN,500001,42101
-118.4,33.9,34,2674,435,1087,431,7.3151,<1H OCEAN,492200,40511
-118.4,33.9,37,2458,400,920,375,7.8924,<1H OCEAN,500001,45670
-118.41,33.9,39,2311,404,1044,380,8.468,<1H OCEAN,472100,34724
-118.41,33.9,39,2040,336,926,351,7.5552,<1H OCEAN,500001,47374
-118.44,33.88,35,2020,451,724,399,6.6494,NEAR OCEAN,500001,33332
-118.42,33.9,37,1576,345,662,340,5.308,<1H OCEAN,500001,37332
-118.42,33.9,43,1394,321,552,296,5.9596,<1H OCEAN,500001,40580
-118.41,33.89,31,1428,320,677,331,7.2316,<1H OCEAN,500001,32219
-118.41,33.89,35,1194,292,507,295,9.0812,<1H OCEAN,500001,32103
-118.41,33.89,38,4166,828,1600,770,6.3861,<1H OCEAN,500001,45448
-118.41,33.89,34,2959,639,1143,593,6.348,<1H OCEAN,500001,30938
-118.41,33.89,31,702,161,236,144,5.0497,<1H OCEAN,500001,40104
-118.4,33.9,38,2868,466,1098,438,7.9059,<1H OCEAN,477100,41473
-118.4,33.89,36,2334,430,1033,407,6.6321,<1H OCEAN,481500,37066
-118.4,33.89,31,2926,492,1149,476,7.9611,<1H OCEAN,500001,37908
-118.4,33.89,36,2127,314,807,306,8.1596,<1H OCEAN,500001,42644
-118.39,33.9,7,4314,725,1699,718,8.2037,<1H OCEAN,500001,43938
-118.38,33.89,35,1778,330,732,312,6.5745,<1H OCEAN,379300,45701
-118.39,33.89,30,2532,464,1056,419,6.3434,<1H OCEAN,460400,31677
-118.39,33.89,38,1851,332,750,314,7.3356,<1H OCEAN,422700,40033
-118.39,33.89,40,826,143,389,147,7.1845,<1H OCEAN,438100,45502
-118.36,33.89,40,756,122,371,130,5.0299,<1H OCEAN,329200,43022
-118.36,33.88,44,1362,237,709,247,4.4271,<1H OCEAN,336200,35064
-118.37,33.88,44,1325,245,669,253,4.4211,<1H OCEAN,324000,34059
-118.37,33.88,21,966,172,417,158,5.5335,<1H OCEAN,342600,31600
-118.38,33.88,33,1313,244,561,217,5.2999,<1H OCEAN,359400,42160
-118.37,33.89,21,2696,548,1142,473,5.6091,<1H OCEAN,356800,30205
-118.37,33.88,20,2439,474,1219,497,5.9619,<1H OCEAN,335900,34888
-118.36,33.88,31,2518,543,1107,508,4.7404,<1H OCEAN,295800,34340
-118.36,33.87,19,2512,575,1275,544,4.9375,<1H OCEAN,293000,42421
-118.37,33.87,19,757,148,361,141,6.02,<1H OCEAN,304200,35772
-118.37,33.88,27,1688,331,811,327,4.5357,<1H OCEAN,334200,45133
-118.38,33.87,27,2287,491,1101,466,4.675,<1H OCEAN,316900,46247
-118.38,33.88,27,3039,606,1421,564,5.5771,<1H OCEAN,345500,44258
-118.37,33.88,26,2620,530,1282,525,4.4828,<1H OCEAN,340700,39605
-118.36,33.87,17,1082,291,598,281,3.9868,<1H OCEAN,281900,30486
-118.36,33.87,22,2114,541,1300,538,3.4208,<1H OCEAN,290000,31164
-118.37,33.87,18,2516,485,1128,433,5.0114,<1H OCEAN,338600,34605
-118.37,33.87,13,2907,726,1573,694,3.5048,<1H OCEAN,294000,48052
-118.36,33.86,35,2126,434,1044,433,5.5456,<1H OCEAN,297400,45456
-118.36,33.86,37,1768,314,802,290,5.0784,<1H OCEAN,295900,36639
-118.36,33.86,34,1865,345,963,302,5.543,<1H OCEAN,305900,49846
-118.37,33.86,28,2685,581,1243,529,4.119,<1H OCEAN,324000,41507
-118.37,33.87,23,1829,331,891,356,6.5755,<1H OCEAN,359900,45660
-118.38,33.87,21,4151,1018,2054,925,4.9821,<1H OCEAN,292900,37877
-118.38,33.87,17,2791,579,1467,583,5.7415,<1H OCEAN,321900,46029
-118.38,33.87,23,2387,418,1008,415,5.8518,<1H OCEAN,337900,34937
-118.39,33.87,19,3303,584,1329,569,7.521,<1H OCEAN,340400,38000
-118.38,33.86,12,4235,735,1798,683,6.4242,<1H OCEAN,365500,47176
-118.38,33.86,29,2787,475,1182,444,6.7613,<1H OCEAN,352700,32719
-118.38,33.86,24,3124,560,1312,542,6.3021,<1H OCEAN,333800,41825
-118.38,33.86,15,1778,311,908,330,7.674,<1H OCEAN,329300,38331
-118.38,33.87,33,1993,371,918,361,6.9021,<1H OCEAN,337600,48511
-118.38,33.88,39,1489,282,743,270,4.8611,<1H OCEAN,456100,33677
-118.38,33.88,34,1830,315,822,307,5.0602,<1H OCEAN,453700,45879
-118.39,33.88,33,2496,387,1098,404,7.6685,<1H OCEAN,474300,31950
-118.39,33.88,34,1973,367,843,345,6.077,<1H OCEAN,472700,37510
-118.39,33.88,33,2543,439,1098,416,5.9683,<1H OCEAN,495500,36394
-118.39,33.88,31,1448,244,607,259,8.1513,<1H OCEAN,500001,39806
-118.39,33.88,35,1267,216,521,191,6.0441,<1H OCEAN,470000,42115
-118.38,33.88,36,2501,443,1031,422,4.75,<1H OCEAN,442100,32416
-118.4,33.88,36,3022,482,1278,494,7.2651,<1H OCEAN,500001,31764
-118.4,33.88,36,1543,214,474,187,9.3399,<1H OCEAN,500001,49823
-118.4,33.88,35,1753,296,615,275,7.5,<1H OCEAN,500001,35090
-118.41,33.88,34,540,107,213,104,6.3403,<1H OCEAN,500001,49590
-118.4,33.88,35,1060,191,444,196,8.0015,<1H OCEAN,500001,40361
-118.41,33.88,43,2492,449,1033,437,7.9614,<1H OCEAN,500001,45165
-118.41,33.88,40,925,254,371,227,5.2533,<1H OCEAN,500001,41163
-118.41,33.88,34,1471,308,498,264,7.0842,<1H OCEAN,500001,34336
-118.43,33.87,41,847,173,344,170,6.822,NEAR OCEAN,500001,40642
-118.4,33.87,26,6712,1441,2803,1394,5.2276,<1H OCEAN,434500,42822
-118.39,33.87,34,2395,469,1087,438,5.9683,<1H OCEAN,394600,36099
-118.43,33.86,34,358,87,162,84,7.1264,NEAR OCEAN,500001,48928
-118.4,33.88,42,1516,341,634,327,6.2356,<1H OCEAN,472700,42716
-118.4,33.87,40,1679,372,719,385,6.435,<1H OCEAN,479500,49367
-118.4,33.87,38,2398,431,911,392,5.2319,<1H OCEAN,500001,42474
-118.4,33.87,45,2093,497,842,472,6.3231,<1H OCEAN,500001,46203
-118.4,33.87,34,3145,786,1352,727,5.0976,<1H OCEAN,469800,37743
-118.4,33.87,45,2181,505,965,471,5.3816,<1H OCEAN,500001,36668
-118.39,33.86,34,2361,442,915,437,5.687,<1H OCEAN,392400,49524
-118.39,33.86,28,3619,764,1735,789,6.1404,<1H OCEAN,368400,35406
-118.39,33.86,24,2386,582,1152,568,4.8971,<1H OCEAN,400700,48788
-118.4,33.86,18,5152,1365,2286,1243,5.1677,<1H OCEAN,380800,37295
-118.4,33.85,29,2085,533,919,489,5.6017,<1H OCEAN,430000,35061
-118.4,33.86,41,2237,597,938,523,4.7105,<1H OCEAN,500001,45477
-118.42,33.85,43,1584,477,799,433,5.0322,NEAR OCEAN,435000,35511
-118.38,33.85,28,4430,928,2131,885,4.9384,<1H OCEAN,378100,34992
-118.38,33.85,31,3533,729,1647,679,5.5843,<1H OCEAN,384600,32768
-118.39,33.85,24,4373,871,1830,824,5.7128,<1H OCEAN,366200,46337
-118.41,33.85,16,6123,1989,2853,1789,4.425,NEAR OCEAN,336400,43406
-118.39,33.85,17,1610,379,670,341,4.3594,<1H OCEAN,349000,35245
-118.38,33.84,25,5775,1149,2637,1117,5.4968,<1H OCEAN,379800,39808
-118.38,33.83,20,2270,498,1070,521,4.4615,<1H OCEAN,384800,48614
-118.38,33.83,40,3070,570,1264,506,5.1626,<1H OCEAN,432700,45504
-118.38,33.84,26,2869,567,1157,538,6.0382,<1H OCEAN,355300,41127
-118.39,33.84,16,2472,572,965,529,5.137,<1H OCEAN,348600,46797
-118.43,33.83,19,6206,1611,2455,1472,5.145,NEAR OCEAN,420200,45759
-118.39,33.83,32,2075,539,954,519,5.637,NEAR OCEAN,500001,46908
-118.39,33.82,30,3433,918,1526,828,4.5817,NEAR OCEAN,500001,44128
-118.43,33.82,34,2112,614,946,574,4.6048,NEAR OCEAN,500001,35637
-118.37,33.82,32,2815,607,1338,609,4.5687,<1H OCEAN,381200,42773
-118.38,33.82,35,3053,623,1311,589,5.1589,NEAR OCEAN,439200,38695
-118.38,33.82,38,1318,237,547,225,6.0308,NEAR OCEAN,416700,35823
-118.38,33.83,35,2152,454,902,414,4.5179,<1H OCEAN,427200,36577
-118.31,33.88,33,2147,505,1371,498,2.4219,<1H OCEAN,260700,41399
-118.32,33.87,28,3763,762,1967,724,5.3244,<1H OCEAN,271900,39161
-118.32,33.88,35,1818,339,828,319,4.3036,<1H OCEAN,282100,32722
-118.32,33.88,34,1803,341,947,333,5.5538,<1H OCEAN,280300,33885
-118.32,33.88,37,1402,254,722,251,6.4781,<1H OCEAN,269000,46266
-118.33,33.88,30,1856,444,899,435,3.1505,<1H OCEAN,270000,32866
-118.33,33.88,36,1271,346,811,345,3.2417,<1H OCEAN,283300,43855
-118.33,33.87,44,724,133,373,133,3.9167,<1H OCEAN,265600,46496
-118.34,33.87,28,4605,1188,2558,1093,3.6988,<1H OCEAN,266600,32652
-118.34,33.88,31,3122,727,1885,715,3.8657,<1H OCEAN,298400,38113
-118.31,33.87,27,3348,695,1545,625,4.7543,<1H OCEAN,296300,42680
-118.31,33.86,29,2243,361,1051,352,6.6632,<1H OCEAN,325200,39103
-118.32,33.86,32,3485,678,1715,649,4.6563,<1H OCEAN,291700,30527
-118.32,33.87,35,2380,404,1212,422,5.6254,<1H OCEAN,283800,33290
-118.34,33.87,34,1069,217,601,212,4.6406,<1H OCEAN,255900,32150
-118.33,33.87,36,2219,406,1219,403,4.2614,<1H OCEAN,267100,36935
-118.33,33.87,35,743,128,385,137,6.4891,<1H OCEAN,278100,48966
-118.32,33.86,34,495,90,269,93,6.4391,<1H OCEAN,252300,43258
-118.33,33.86,38,914,176,519,174,6.0335,<1H OCEAN,255400,41625
-118.33,33.86,36,854,160,473,150,6.3992,<1H OCEAN,259600,40809
-118.33,33.86,38,1059,218,561,205,4,<1H OCEAN,248600,32583
-118.34,33.86,36,2223,360,1162,376,5.259,<1H OCEAN,279400,42395
-118.34,33.86,35,1936,343,1008,346,5.4791,<1H OCEAN,285900,48096
-118.34,33.87,28,2948,566,1445,524,5.3743,<1H OCEAN,286500,45954
-118.35,33.87,37,1420,286,886,290,4.5833,<1H OCEAN,261300,38273
-118.35,33.87,34,2823,500,1429,483,5.5,<1H OCEAN,279600,42937
-118.35,33.87,28,2319,579,1369,564,3.6169,<1H OCEAN,257000,42853
-118.35,33.86,28,2075,463,1216,446,3.9732,<1H OCEAN,281500,40419
-118.35,33.86,24,2139,481,971,418,4.3859,<1H OCEAN,271300,38015
-118.34,33.84,36,1561,252,740,253,6.2778,<1H OCEAN,309700,42222
-118.33,33.84,36,1364,251,668,245,5.3131,<1H OCEAN,314100,46631
-118.34,33.84,36,1407,231,676,231,5.269,<1H OCEAN,331900,43137
-118.34,33.83,34,1761,329,965,329,5.399,<1H OCEAN,358500,43279
-118.34,33.83,35,1818,353,853,321,5.8972,<1H OCEAN,350900,33996
-118.36,33.86,37,1249,218,583,214,5.7422,<1H OCEAN,330700,42265
-118.35,33.85,34,1770,291,916,289,5,<1H OCEAN,354200,45165
-118.35,33.85,35,1248,206,551,185,5.6426,<1H OCEAN,348200,35493
-118.36,33.85,36,1390,230,683,219,4.8906,<1H OCEAN,334400,43296
-118.36,33.86,36,681,122,360,128,5.2799,<1H OCEAN,332600,44667
-118.37,33.85,34,2415,404,1278,414,6.1599,<1H OCEAN,341200,49490
-118.36,33.85,34,1086,197,509,158,6.1133,<1H OCEAN,349300,37193
-118.37,33.85,25,5622,998,2537,1009,5.785,<1H OCEAN,395300,40523
-118.35,33.84,22,13133,3680,7180,3522,3.5414,<1H OCEAN,354700,31548
-118.36,33.84,22,11016,3170,6664,2838,3.703,<1H OCEAN,361300,34350
-118.37,33.85,29,3662,586,1626,611,6.3974,<1H OCEAN,410000,33059
-118.37,33.84,27,3245,605,1572,556,5.3773,<1H OCEAN,379000,47741
-118.35,33.83,36,1102,193,522,172,6.1187,<1H OCEAN,342000,32052
-118.36,33.83,36,1660,300,943,300,5.1984,<1H OCEAN,353600,35733
-118.36,33.84,35,1577,279,743,274,5.7654,<1H OCEAN,343000,42454
-118.37,33.84,35,1792,322,978,326,4.9583,<1H OCEAN,342800,41186
-118.36,33.83,35,1378,247,645,217,5.9143,<1H OCEAN,343400,44845
-118.36,33.83,35,2828,487,1439,490,5.6013,<1H OCEAN,350200,39595
-118.37,33.83,35,1207,207,601,213,4.7308,<1H OCEAN,353400,47405
-118.37,33.84,32,1751,328,819,323,6.7105,<1H OCEAN,339000,32683
-118.33,33.83,5,13038,2679,5272,2523,5.5023,<1H OCEAN,286400,40758
-118.32,33.85,42,3146,770,1859,740,3.5073,<1H OCEAN,234800,42889
-118.31,33.84,52,1819,464,1068,424,3.625,<1H OCEAN,270700,36025
-118.32,33.83,51,2399,516,1160,514,3.8456,<1H OCEAN,318900,42533
-118.32,33.84,42,1486,420,897,377,1.6228,<1H OCEAN,376100,49263
-118.31,33.83,50,696,311,382,234,2.775,<1H OCEAN,225000,33544
-118.31,33.83,45,2929,755,1635,652,2.9375,<1H OCEAN,273000,48452
-118.31,33.82,35,3462,814,1902,700,3.402,<1H OCEAN,279900,49113
-118.32,33.83,19,3792,790,2105,834,5.2363,<1H OCEAN,310000,46858
-118.31,33.82,39,2198,425,1160,436,4.1406,<1H OCEAN,323700,46392
-118.31,33.82,26,2345,408,1195,377,5.4925,<1H OCEAN,361700,31143
-118.31,33.81,23,3942,748,1679,711,4.1169,<1H OCEAN,362600,32462
-118.31,33.81,30,1773,356,905,352,4.3056,<1H OCEAN,336000,49046
-118.32,33.82,25,2587,512,1219,509,4.4271,<1H OCEAN,382100,33995
-118.32,33.82,22,2508,402,1254,395,7.0935,<1H OCEAN,379500,33179
-118.32,33.81,28,2142,445,1140,422,4.8438,<1H OCEAN,346200,38637
-118.32,33.81,27,2113,380,1109,360,4.7062,<1H OCEAN,357000,39369
-118.33,33.82,26,5591,934,2824,939,6.5861,<1H OCEAN,417800,43414
-118.34,33.8,25,4177,832,2123,789,5.0814,<1H OCEAN,446800,37525
-118.35,33.82,28,7591,1710,3420,1635,4.0708,<1H OCEAN,328900,30519
-118.36,33.82,36,1784,311,901,293,6.2247,<1H OCEAN,339000,31654
-118.37,33.82,39,2794,444,1319,441,5.878,<1H OCEAN,387800,49727
-118.37,33.82,36,2463,447,1125,424,6.0176,<1H OCEAN,352700,49334
-118.37,33.82,36,2416,394,1115,386,6.256,<1H OCEAN,366900,38476
-118.36,33.82,36,1083,187,522,187,5.7765,<1H OCEAN,339500,30081
-118.36,33.82,26,5166,1313,2738,1239,3.3565,<1H OCEAN,360800,49195
-118.36,33.82,28,67,15,49,11,6.1359,<1H OCEAN,330000,38101
-118.36,33.81,25,9042,2022,4458,1944,4.5592,<1H OCEAN,378800,38514
-118.36,33.81,26,1575,300,881,309,5.1778,<1H OCEAN,359900,41797
-118.37,33.81,36,2031,339,817,337,5.1271,NEAR OCEAN,458300,32334
-118.38,33.81,33,2349,407,954,373,6.4956,NEAR OCEAN,483600,38477
-118.38,33.81,20,1975,306,703,292,8.5491,NEAR OCEAN,410300,30338
-118.44,33.81,33,3994,990,1647,931,5.0106,NEAR OCEAN,500001,39330
-118.38,33.82,34,1822,364,750,366,5.9907,NEAR OCEAN,500001,41024
-118.36,33.81,34,2211,502,1113,488,4.7026,<1H OCEAN,356800,43557
-118.37,33.81,33,5057,790,2021,748,6.8553,NEAR OCEAN,482200,33342
-118.37,33.81,36,1283,209,563,209,6.9296,NEAR OCEAN,500001,31895
-118.38,33.81,41,1889,301,802,278,6.015,NEAR OCEAN,488500,45291
-118.38,33.81,39,2400,373,877,372,5.7361,NEAR OCEAN,500001,39484
-118.39,33.81,35,1008,165,391,167,3.7778,NEAR OCEAN,487500,46857
-118.38,33.81,36,1018,148,329,169,10.5045,NEAR OCEAN,500001,39007
-118.33,33.79,29,4389,873,2069,901,4.1071,<1H OCEAN,365600,37339
-118.34,33.79,36,716,123,388,124,5.0254,<1H OCEAN,350000,31711
-118.34,33.8,34,1730,427,1008,393,3.9408,<1H OCEAN,327700,34050
-118.34,33.8,33,2194,469,987,397,5.0951,<1H OCEAN,318900,35540
-118.35,33.8,32,1434,296,672,285,4.875,<1H OCEAN,311700,49739
-118.35,33.8,19,6224,1105,3152,1076,5.9541,<1H OCEAN,500001,37276
-118.31,33.8,29,2795,572,1469,557,3.7167,<1H OCEAN,308900,30398
-118.32,33.8,29,3254,717,1593,680,4.0536,<1H OCEAN,285800,49028
-118.31,33.79,35,2290,563,1374,530,3.2472,<1H OCEAN,254700,49254
-118.31,33.8,31,4464,991,2420,947,4.0425,<1H OCEAN,277900,40599
-118.32,33.8,39,1415,298,729,278,3.1648,<1H OCEAN,244800,48906
-118.32,33.79,35,2924,658,1675,602,3.8287,<1H OCEAN,279900,49082
-118.32,33.79,32,2381,467,1264,488,4.1477,<1H OCEAN,315100,36238
-118.32,33.8,29,4317,1037,2102,959,3.1275,<1H OCEAN,286400,43929
-118.31,33.79,38,1601,352,711,304,3.3958,<1H OCEAN,250000,31372
-118.31,33.78,30,4573,819,2411,819,3.5804,<1H OCEAN,383800,31334
-118.32,33.79,21,6638,1634,3240,1568,3.6797,<1H OCEAN,271100,41413
-118.34,33.78,25,11016,1626,4168,1584,8.1782,NEAR OCEAN,500001,34852
-118.36,33.79,34,5166,704,2071,668,8.3609,NEAR OCEAN,500001,33797
-118.37,33.79,36,1596,234,654,223,8.2064,NEAR OCEAN,500001,43517
-118.36,33.8,38,2553,400,1042,393,6.9742,NEAR OCEAN,500001,41433
-118.36,33.8,34,2629,369,966,375,10.1241,NEAR OCEAN,500001,41195
-118.38,33.8,36,4421,702,1433,624,8.0838,NEAR OCEAN,500001,40947
-118.45,33.8,31,4803,575,1490,577,11.9993,NEAR OCEAN,500001,34777
-118.39,33.79,30,4402,563,1582,551,10.898,NEAR OCEAN,500001,33901
-118.4,33.78,24,4787,562,1653,548,12.9758,NEAR OCEAN,500001,38029
-118.44,33.79,27,2141,260,635,240,11.6648,NEAR OCEAN,500001,42587
-118.41,33.77,22,7554,991,2808,946,10.06,NEAR OCEAN,500001,40234
-118.46,33.77,28,3065,406,1101,391,10.5536,NEAR OCEAN,500001,42105
-118.42,33.78,36,2093,303,802,300,8.0957,NEAR OCEAN,500001,46692
-118.37,33.77,26,6339,876,2540,880,10.1447,NEAR OCEAN,500001,37252
-118.38,33.77,21,11353,1537,4649,1504,9.821,NEAR OCEAN,500001,39982
-118.38,33.77,17,10950,2207,4713,2043,6.3064,NEAR OCEAN,418300,37927
-118.38,33.79,32,10445,1620,4474,1576,7.7042,NEAR OCEAN,500001,35480
-118.4,33.78,26,5005,776,2357,790,8.5421,NEAR OCEAN,500001,32706
-118.42,33.75,22,17591,2604,6897,2492,8.2831,NEAR OCEAN,500001,32851
-118.34,33.76,34,5586,674,1871,636,15.0001,NEAR OCEAN,500001,32511
-118.35,33.74,25,8272,1132,3392,1132,10.0973,NEAR OCEAN,500001,32840
-118.38,33.75,23,8277,1290,3176,1159,7.6986,NEAR OCEAN,500001,39836
-118.39,33.71,18,1193,233,475,228,7.5594,NEAR OCEAN,500001,41431
-118.41,33.75,4,311,51,128,46,9.8091,NEAR OCEAN,500001,32036
-118.31,33.77,20,5776,956,2757,936,6.6447,<1H OCEAN,416800,46952
-118.31,33.76,26,4486,709,1873,719,6.5704,<1H OCEAN,414700,46428
-118.31,33.75,36,2715,474,1303,457,4.6042,NEAR OCEAN,357300,41759
-118.31,33.75,34,2338,393,1031,373,6.287,NEAR OCEAN,396400,43273
-118.33,33.77,33,4244,595,1534,557,9.8214,NEAR OCEAN,500001,49336
-118.32,33.75,33,2996,398,1048,387,9.267,NEAR OCEAN,500001,42066
-118.32,33.75,37,1080,135,366,142,11.6677,NEAR OCEAN,500001,48424
-118.32,33.74,24,6097,794,2248,806,10.1357,NEAR OCEAN,500001,39653
-118.32,33.77,37,627,95,259,106,6.887,<1H OCEAN,500001,33940
-118.34,34.09,37,1442,501,998,503,2.4432,<1H OCEAN,200000,41584
-118.35,34.09,35,1989,634,1108,593,1.6081,<1H OCEAN,288900,32404
-118.35,34.09,35,2705,785,1526,793,3.0349,<1H OCEAN,266700,34853
-118.35,34.09,35,2234,689,1334,662,2.5444,<1H OCEAN,236100,45621
-118.36,34.09,34,2832,883,1594,843,1.7558,<1H OCEAN,312500,48084
-118.36,34.09,36,1616,465,773,429,2.6,<1H OCEAN,313600,34899
-118.36,34.09,33,3463,1170,1845,1134,2.0205,<1H OCEAN,243800,35848
-118.36,34.09,30,2353,728,1365,718,2.0702,<1H OCEAN,283300,43355
-118.36,34.1,37,7097,2010,2913,1939,2.875,<1H OCEAN,300000,31980
-118.36,34.09,36,1390,458,874,468,2.5812,<1H OCEAN,200000,42258
-118.36,34.09,28,1111,300,526,294,2.6136,<1H OCEAN,383300,34258
-118.37,34.09,38,1349,344,547,309,3.2159,<1H OCEAN,383300,31058
-118.37,34.09,38,4408,1295,1690,1229,3.0156,<1H OCEAN,300000,30364
-118.37,34.09,33,3180,865,1347,841,4.0651,<1H OCEAN,500001,35791
-118.37,34.09,31,6348,1827,2559,1755,3.2818,<1H OCEAN,225000,32408
-118.37,34.09,22,4247,1253,1766,1170,3.1517,<1H OCEAN,341700,39061
-118.37,34.09,24,630,172,257,147,5.5224,<1H OCEAN,400000,33135
-118.37,34.08,28,4376,1202,1847,1128,2.6713,<1H OCEAN,312500,45419
-118.38,34.08,52,1479,360,652,346,2.945,<1H OCEAN,431400,47065
-118.38,34.08,30,4524,1312,1910,1243,2.8889,<1H OCEAN,335300,36747
-118.39,34.08,52,1244,304,444,282,3.5114,<1H OCEAN,430800,32940
-118.38,34.08,48,1226,288,370,264,3.9375,<1H OCEAN,450000,35431
-118.38,34.09,24,8264,2437,3148,2274,3.5659,<1H OCEAN,281300,45214
-118.38,34.09,28,4001,1352,1799,1220,2.5784,<1H OCEAN,272900,31785
-118.39,34.09,27,4312,1214,1634,1097,3.6207,<1H OCEAN,362500,36036
-118.39,34.09,28,2347,608,785,548,4.4167,<1H OCEAN,425000,40376
-118.39,34.08,28,833,230,349,210,3.067,<1H OCEAN,375000,40757
-118.4,34.1,27,3979,510,1351,520,15.0001,<1H OCEAN,500001,41116
-118.4,34.09,45,2686,283,857,259,15.0001,<1H OCEAN,500001,44214
-118.39,34.08,52,3759,464,1407,422,15.0001,<1H OCEAN,500001,37996
-118.4,34.08,52,3815,439,1266,413,15.0001,<1H OCEAN,500001,47547
-118.41,34.09,37,2716,302,809,291,15.0001,<1H OCEAN,500001,30833
-118.42,34.09,40,3552,392,1024,370,15.0001,<1H OCEAN,500001,41634
-118.42,34.08,48,2413,261,770,248,15.0001,<1H OCEAN,500001,34180
-118.41,34.07,52,3562,394,1163,361,15.0001,<1H OCEAN,500001,41838
-118.41,34.07,52,1202,142,408,138,15.0001,<1H OCEAN,500001,35472
-118.38,34.07,48,2799,596,1235,561,4.4896,<1H OCEAN,500001,38715
-118.39,34.07,33,5301,1281,2243,1159,4.2386,<1H OCEAN,500001,47052
-118.39,34.07,45,3143,553,1153,564,5.7762,<1H OCEAN,500001,37535
-118.39,34.08,27,6605,1710,2665,1520,3.8088,<1H OCEAN,500001,39477
-118.4,34.07,22,2170,593,850,520,2.9107,<1H OCEAN,500001,32370
-118.37,34.06,36,1661,395,690,365,3.3438,<1H OCEAN,500001,43902
-118.38,34.06,50,1509,291,690,259,6.2344,<1H OCEAN,500001,39641
-118.39,34.06,52,1213,194,503,194,8.0095,<1H OCEAN,500001,45075
-118.38,34.06,52,1311,217,578,205,7.6771,<1H OCEAN,500001,42649
-118.39,34.06,43,1879,397,873,382,3.8158,<1H OCEAN,500001,45702
-118.39,34.06,37,2975,705,1291,654,5.3316,<1H OCEAN,500001,48893
-118.39,34.06,39,3299,831,1649,759,3.3295,<1H OCEAN,500001,49144
-118.4,34.06,37,3781,873,1725,838,4.1455,<1H OCEAN,500001,37095
-118.4,34.06,47,3652,967,1438,887,3.6964,<1H OCEAN,500001,37779
-118.4,34.06,52,1871,326,646,284,8.2961,<1H OCEAN,500001,34810
-118.4,34.06,52,2501,362,748,349,6.6343,<1H OCEAN,500001,32169
-118.41,34.06,43,2665,556,1015,506,4.1411,<1H OCEAN,500001,36853
-118.41,34.06,43,4994,1057,1830,969,5.5321,<1H OCEAN,500001,47725
-118.41,34.07,47,2979,626,1076,571,3.9904,<1H OCEAN,500001,30357
-118.45,34.06,52,204,34,1154,28,9.337,<1H OCEAN,500001,45800
-118.49,34.05,52,2416,291,810,270,13.8556,<1H OCEAN,500001,33562
-118.49,34.04,50,2597,340,964,339,13.3036,<1H OCEAN,500001,44573
-118.49,34.04,48,2381,345,859,306,8.0257,<1H OCEAN,500001,44119
-118.5,34.04,52,3000,374,1143,375,15.0001,<1H OCEAN,500001,48918
-118.5,34.04,52,2233,317,769,277,8.3839,<1H OCEAN,500001,34590
-118.49,34.04,31,4066,951,1532,868,4.8125,<1H OCEAN,500001,30746
-118.49,34.03,30,4061,927,1487,865,4.1827,<1H OCEAN,435100,41432
-118.51,34.04,40,1382,167,483,178,11.7045,<1H OCEAN,500001,31036
-118.5,34.03,52,1506,208,547,186,7.8705,<1H OCEAN,500001,36254
